LocalStaffId,GivenName,FamilyName,ClassCode,HomeGroup,ASLSchoolId,LocalSchoolId,LocalCampusId,EmailAddress,AdditionalInfo,StaffSchoolRole
3067,Nova,Palm,vaveq089,jukdu514,11111,72868,01,nova117@spambob.com,Y,Teacher
3445,Ethel,Christian,ueonc778,ufgwz852,11111,72868,01,ethel118@spambob.com,Y,Teacher
61128,Tobias,Williams,egjhm576,aidtp915,11111,72868,01,tobias119@mailinator.com,N,Teacher
75902,Alex,Prichard,hdloj505,vkqwb374,11111,72868,01,alex120@dodgit.com,N,Teacher
79910,Cary,Peace,rwkvg998,bzmfu145,11111,72868,01,cary121@dodgit.com,N,Teacher
80907,Arlene,Greenbaum,fuczl434,nvkcq550,11111,72868,01,arlene122@spambob.com,Y,Teacher
29570,Lucille,Serrano,bgfmw995,kjupv214,11111,72868,01,lucille123@mailinator.com,N,Teacher
16386,Candice,Richardson,hxpdq630,xjgil324,11111,72868,01,candice124@mailinator.com,N,Teacher
89315,Jamal,Reynolds,xyvzt128,mwyle124,11111,72868,01,jamal125@spambob.com,N,Teacher
79244,Daine,Lee,fxqlp743,lucrx029,11111,72868,01,daine126@trashymail.com,N,Teacher
27736,Tommy,Branco,gpqwz154,pbuyh600,11111,72868,01,tommy127@mailinator.com,N,Teacher
75328,Althea,Hall,lojcc544,zjrrr458,11111,72868,01,althea128@trashymail.com,N,Teacher
36904,Blanca,Harrison,gwdcn859,slkgh996,11111,72868,01,blanca129@mailinator.com,Y,Teacher
46140,Sibyl,Shaw,krtym521,suonq126,11111,72868,01,sibyl130@spambob.com,N,Teacher
48674,Simon,Anderson,msbla109,fiopw137,11111,72868,01,simon131@dodgit.com,Y,Teacher
45102,Cleo,Barton,keeal122,enbks803,11111,72868,01,cleo132@spambob.com,Y,Teacher
92529,Jorge,Dolan,rkdgm101,oyatr164,11111,72868,01,jorge133@spambob.com,Y,Teacher
83445,Rudy,Smith,weeov779,lysed366,11111,72868,01,rudy134@trashymail.com,N,Teacher
26578,Odell,Mercer,ljkhm954,bulko507,11111,72868,01,odell135@dodgit.com,N,Teacher
92471,Cecilia,Gibson,wuqoj039,pqlvg991,11111,72868,01,cecilia136@pookmail.com,Y,Teacher
64804,Felix,Lamb,nhwgs339,yutqa180,11111,72868,01,felix137@mailinator.com,N,Teacher
375,Tommy,Webb,qcvvf514,cybtl279,11111,72868,01,tommy138@trashymail.com,Y,Teacher
58576,Robert,Fulton,jpgtu669,kfguw761,11111,72868,01,robert139@pookmail.com,N,Teacher
84833,Gwen,Jackson,xrdok071,zugfm290,11111,72868,01,gwen140@pookmail.com,Y,Teacher
82006,Marci,Levesque,sgihx619,uqrmu660,11111,72868,01,marci141@spambob.com,N,Teacher
54488,Rosalva,Keeton,cuzjt156,gelcu542,11111,72868,01,rosalva142@trashymail.com,Y,Teacher
37403,Joy,Cooper,qqwmv666,rerda454,11111,72868,01,joy143@trashymail.com,Y,Teacher
35758,Sandy,Conner,cmnff248,vkstq125,11111,72868,01,sandy144@spambob.com,Y,Teacher
53994,Pablo,Bodner,mgvtt823,ttdsd970,11111,72868,01,pablo145@dodgit.com,N,Teacher
54787,Gena,Williams,mwjow129,aznmi292,11111,72868,01,gena146@spambob.com,Y,Teacher
93353,Peggy,Lawson,oyxte881,zdibt706,11111,72868,01,peggy147@trashymail.com,N,Teacher
91713,Rufus,White,ftvxu547,nvaer837,11111,72868,01,rufus148@trashymail.com,Y,Teacher
76597,Mary,Ecklund,rjnpy729,zahkb764,11111,72868,01,mary149@dodgit.com,N,Teacher
49778,Karl,Lombardi,vaelj106,gzjjv005,11111,72868,01,karl150@trashymail.com,Y,Teacher
63875,Ingrid,Harrington,xqrea173,wkpmv683,11111,72868,01,ingrid151@mailinator.com,N,Teacher
33871,Andy,Buchanan,iyzhi193,oxdnk069,11111,72868,01,andy152@mailinator.com,N,Teacher
97317,Emmett,Zito,tgzhv027,nhwrx709,11111,72868,01,emmett153@dodgit.com,Y,Teacher
14746,Juan,King,vbgvd002,jezfl630,11111,72868,01,juan154@mailinator.com,N,Teacher
18801,Corazon,Blair,qxgeh601,drlii239,11111,72868,01,corazon155@dodgit.com,N,Teacher
1072,Kayla,Gross,hctrf335,cegdu548,11111,72868,01,kayla156@mailinator.com,N,Teacher
17542,Bradley,Kinder,rqieo420,uzqui231,11111,72868,01,bradley157@mailinator.com,N,Teacher
65656,Darwin,Bailey,nrqcx536,roavp799,11111,72868,01,darwin158@mailinator.com,N,Teacher
23276,Keisha,Alexander,bdtyo685,shnew366,11111,72868,01,keisha159@mailinator.com,Y,Teacher
21992,Sheryl,George,slpam773,xbnsb418,11111,72868,01,sheryl160@spambob.com,Y,Teacher
60520,Danna,Sapp,nuhac364,yupyu669,11111,72868,01,danna161@mailinator.com,N,Teacher
65593,Karla,Fahy,gixjo996,tyanu222,11111,72868,01,karla162@spambob.com,Y,Teacher
45554,Zaida,Rios,pvlev208,ptjfh167,11111,72868,01,zaida163@trashymail.com,Y,Teacher
95207,Clarence,Carroll,yopfn225,ckbbf329,11111,72868,01,clarence164@spambob.com,Y,Teacher
18236,Elvis,Connelly,qresi468,wwybi050,11111,72868,01,elvis165@mailinator.com,Y,Teacher
24625,Jada,Mahan,kpihp816,ydvne618,11111,72868,01,jada166@spambob.com,Y,Teacher
97698,Carrol,Cooper,ystjx126,eabzd768,11111,72868,01,carrol167@mailinator.com,Y,Teacher
44050,Phil,Loughman,abujq386,nhech538,11111,72868,01,phil168@pookmail.com,N,Teacher
31669,Miles,Mitchell,ockpf854,iqxpr092,11111,72868,01,miles169@pookmail.com,Y,Teacher
3793,Clifford,Arroyo,zcmfl549,dlfrv263,11111,72868,01,clifford170@mailinator.com,Y,Teacher
35277,Craig,Marquez,jbysj320,mthlu154,11111,72868,01,craig171@mailinator.com,N,Teacher
8272,John,Baron,bchxd298,fdjzz563,11111,72868,01,john172@mailinator.com,N,Teacher
5436,Wilda,Alexander,aixqc501,ipdkk437,11111,72868,01,wilda173@trashymail.com,Y,Teacher
41286,Johnnie,Waterman,lgybg895,cpovh741,11111,72868,01,johnnie174@trashymail.com,Y,Teacher
517,Marylou,Masi,ombhs186,lgtgm420,11111,72868,01,marylou175@pookmail.com,Y,Teacher
6691,Thomas,Gagnier,drmtn724,msphe413,11111,72868,01,thomas176@trashymail.com,Y,Teacher
36651,Brigitte,Morning,qcqds562,ftnqq627,11111,72868,01,brigitte177@pookmail.com,Y,Teacher
47712,Erica,Fahy,diwte423,mcvta979,11111,72868,01,erica178@pookmail.com,N,Teacher
88768,Oscar,Kahler,mbnfs865,qyvwp612,11111,72868,01,oscar179@spambob.com,Y,Teacher
50096,Allison,Buell,txcdz118,rycul432,11111,72868,01,allison180@dodgit.com,Y,Teacher
36644,Adan,Sandoval,ltdfv472,vlgxt417,11111,72868,01,adan181@spambob.com,N,Teacher
52979,Carla,Baker,dbxtz688,snlsh460,11111,72868,01,carla182@pookmail.com,Y,Teacher
95064,Earnest,Langer,lcfaz567,crfud397,11111,72868,01,earnest183@mailinator.com,N,Teacher
30176,Benito,Moore,qwyzq631,ddcwv341,11111,72868,01,benito184@trashymail.com,N,Teacher
18907,Michele,Brawley,lfdkc225,vdrst177,11111,72868,01,michele185@pookmail.com,Y,Teacher
77376,Allen,Brannon,ejntk709,oxdyj880,11111,72868,01,allen186@pookmail.com,Y,Teacher
22768,Ava,Dodd,ganzw003,tjyxv325,11111,72868,01,ava187@pookmail.com,N,Teacher
85722,Miriam,Entrekin,bxwfg082,kzjlw878,11111,72868,01,miriam188@trashymail.com,Y,Teacher
97686,Eartha,Mccaffrey,hifjt646,haqgv154,11111,72868,01,eartha189@dodgit.com,N,Teacher
8744,Jena,Jordan,tscif729,uoqqy769,11111,72868,01,jena190@trashymail.com,Y,Teacher
54720,Rocky,Hatfield,nhejg581,pbuzx213,11111,72868,01,rocky191@trashymail.com,N,Teacher
89758,Garland,King,altse533,yxjco383,11111,72868,01,garland192@dodgit.com,Y,Teacher
89605,Clyde,Gallagher,kbuvv291,kdnzy518,11111,72868,01,clyde193@pookmail.com,N,Teacher
84434,Chloe,Steele,jwqjf128,zcuix935,11111,72868,01,chloe194@spambob.com,Y,Teacher
98236,Rodney,Green,mnbrq513,tygdl889,11111,72868,01,rodney195@mailinator.com,Y,Teacher
11168,Vera,Guardado,xtlop440,ujgcx201,11111,72868,01,vera196@pookmail.com,Y,Teacher
9065,Jonathan,Steve,eotzq198,tjlqm786,11111,72868,01,jonathan197@mailinator.com,N,Teacher
79637,Laci,Miller,gtgmv888,pegbs809,11111,72868,01,laci198@spambob.com,Y,Teacher
37537,Dorothy,Sakamoto,nwcdg126,elcym922,11111,72868,01,dorothy199@dodgit.com,N,Teacher
28438,Walter,King,mqaly087,cfbci580,11111,72868,01,walter200@spambob.com,Y,Teacher
6931,Eliza,Bates,ylezg215,bzknk024,11111,72868,01,eliza201@mailinator.com,N,Teacher
87128,Heidi,Greer,wtbka846,qqzdm808,11111,72868,01,heidi202@trashymail.com,N,Teacher
72070,Rosaria,Hancock,kkfzq651,katuq407,11111,72868,01,rosaria203@trashymail.com,Y,Teacher
41202,Ricky,Jones,rlpde160,iftvg518,11111,72868,01,ricky204@trashymail.com,N,Teacher
11057,Chantel,Garcia,rpajn194,fjzyn438,11111,72868,01,chantel205@trashymail.com,N,Teacher
34028,Fannie,Vick,zdfhc250,ygutb894,11111,72868,01,fannie206@pookmail.com,Y,Teacher
71706,Dorothy,Small,hfqdy382,dckos657,11111,72868,01,dorothy207@mailinator.com,Y,Teacher
68021,Mary,Heath,nfgop576,xxhon419,11111,72868,01,mary208@trashymail.com,Y,Teacher
58129,Pattie,Flowers,cavdv945,skbmf738,11111,72868,01,pattie209@trashymail.com,N,Teacher
16350,Johana,Prichard,nhwlc013,uztvv044,11111,72868,01,johana210@dodgit.com,Y,Teacher
10684,Virgil,Alexander,nyzbj149,govro348,11111,72868,01,virgil211@pookmail.com,Y,Teacher
97549,Tony,House,zgreb580,xlpkl830,11111,72868,01,tony212@pookmail.com,N,Teacher
76409,Cathy,Fletcher,mctex935,ailfs490,11111,72868,01,cathy213@trashymail.com,N,Teacher
53739,Napoleon,Bailey,iithw703,jrcqn622,11111,72868,01,napoleon214@spambob.com,N,Teacher
24141,Eldridge,Newby,acmuu015,ymtel763,11111,72868,01,eldridge215@dodgit.com,Y,Teacher
6646,Melvin,Thomas,yuorc801,rxquv517,11111,72868,01,melvin216@pookmail.com,N,Teacher
76565,Freddie,Ellerman,ccrtn364,zzhur328,11111,72868,01,freddie217@trashymail.com,N,Teacher
63790,Bobby,Wise,cnyip016,olldx418,11111,72868,01,bobby218@pookmail.com,N,Teacher
68178,Cherry,Callen,kaffd192,ryzjt712,11111,72868,01,cherry219@dodgit.com,N,Teacher
83366,Tyson,Kromer,pzoiq148,ckcvp436,11111,72868,01,tyson220@pookmail.com,N,Teacher
591,Sylvester,Gant,dupie572,qgvsi057,11111,72868,01,sylvester221@dodgit.com,N,Teacher
44284,Ervin,Cormack,sxwzt595,awtcm193,11111,72868,01,ervin222@dodgit.com,Y,Teacher
57906,Judith,Hightower,cfsug208,ftihu531,11111,72868,01,judith223@pookmail.com,Y,Teacher
68462,Amy,Chandler,zwwoi910,qocgk013,11111,72868,01,amy224@dodgit.com,N,Teacher
85365,Theresa,Hernandez,qgtaw368,tgbxl189,11111,72868,01,theresa225@trashymail.com,Y,Teacher
47536,Sandy,Waterman,azbim776,tbgqs964,11111,72868,01,sandy226@dodgit.com,Y,Teacher
67105,Jamie,Fuquay,zmkeo020,tjciv475,11111,72868,01,jamie227@trashymail.com,N,Teacher
15953,Veronica,Brock,nwgit283,mhzbt319,11111,72868,01,veronica228@dodgit.com,N,Teacher
65261,Fern,Evans,mecls367,lihap815,11111,72868,01,fern229@mailinator.com,N,Teacher
25819,Britney,Bratt,boeen341,rokbw631,11111,72868,01,britney230@mailinator.com,Y,Teacher
76731,Valerie,Anderson,ovcre211,wedkg933,11111,72868,01,valerie231@spambob.com,N,Teacher
32496,Phyllis,Chamness,ykibu596,mdrmj026,11111,72868,01,phyllis232@mailinator.com,N,Teacher
15748,Ilene,Floyd,wzron109,hzjyl576,11111,72868,01,ilene233@trashymail.com,N,Teacher
68219,Jackie,Christian,nsmbb079,fwzag757,11111,72868,01,jackie234@pookmail.com,N,Teacher
75233,Teodoro,Choice,rpcyz163,dmupf696,11111,72868,01,teodoro235@spambob.com,N,Teacher
49125,Caryn,Lentz,kcmxj523,vaxye482,11111,72868,01,caryn236@dodgit.com,N,Teacher
68310,Joanne,Beall,skdqm844,egzrv854,11111,72868,01,joanne237@pookmail.com,Y,Teacher
88997,Edgar,Neilson,atvgy805,dmbju928,11111,72868,01,edgar238@trashymail.com,Y,Teacher
3164,Nicole,Deitz,ioyiz845,fkphi490,11111,72868,01,nicole239@mailinator.com,Y,Teacher
60458,Marcus,Chestnut,hhytp833,mrzcg725,11111,72868,01,marcus240@dodgit.com,N,Teacher
42299,Lori,Collins,pexdo578,wheix355,11111,72868,01,lori241@spambob.com,N,Teacher
94153,Gregory,Tamayo,rhcpq863,ttjeb505,11111,72868,01,gregory242@spambob.com,Y,Teacher
35653,Refugio,Garza,ceszj007,qbdxe348,11111,72868,01,refugio243@mailinator.com,N,Teacher
49888,Paula,Sloan,rdycb128,cgyvf381,11111,72868,01,paula244@trashymail.com,Y,Teacher
5221,Warren,Brown,bkokk754,nztby904,11111,72868,01,warren245@pookmail.com,N,Teacher
11245,Velma,Guardado,qtxvf421,yyxji913,11111,72868,01,velma246@mailinator.com,Y,Teacher
94474,Sean,Leonard,cgsjg083,hqqhl222,11111,72868,01,sean247@pookmail.com,Y,Teacher
67389,Darrell,Peterson,hpxmf158,kdshn002,11111,72868,01,darrell248@spambob.com,N,Teacher
78109,Joshua,Alexander,ksqsa409,ejgby532,11111,72868,01,joshua249@trashymail.com,Y,Teacher
40936,Jimmie,Etheridge,qkqgc156,jffbg973,11111,72868,01,jimmie250@spambob.com,N,Teacher
51015,Jacquelin,Reyes,gnsrf666,sxfbt995,11111,72868,01,jacquelin251@trashymail.com,Y,Teacher
43104,Doug,Longnecker,nylqm699,izkuv820,11111,72868,01,doug252@pookmail.com,Y,Teacher
85418,Victoria,Travis,lbvge923,qxkcs115,11111,72868,01,victoria253@pookmail.com,N,Teacher
7352,Sybil,Abbott,oujax838,ybuyd178,11111,72868,01,sybil254@spambob.com,Y,Teacher
42544,Daphne,Hawkins,vcsyz389,hfabn059,11111,72868,01,daphne255@dodgit.com,Y,Teacher
14271,Darwin,Tibbitts,avwyf228,inaos161,11111,72868,01,darwin256@trashymail.com,Y,Teacher
67484,Maryann,Hoskins,kqmxb045,ncnqg023,11111,72868,01,maryann257@mailinator.com,Y,Teacher
16787,Billie,Evans,thesv258,clqnt458,11111,72868,01,billie258@spambob.com,N,Teacher
19709,Christie,Cline,gdldx327,efneo595,11111,72868,01,christie259@trashymail.com,Y,Teacher
1077,Charlie,Young,xriab698,thanx818,11111,72868,01,charlie260@dodgit.com,N,Teacher
31370,Lonnie,Brawley,tfsnn034,wxqfy243,11111,72868,01,lonnie261@mailinator.com,N,Teacher
32849,Jasper,Gagnier,crcog063,ybgol631,11111,72868,01,jasper262@dodgit.com,Y,Teacher
30854,Lydia,Mangano,vndyc247,kvbqc096,11111,72868,01,lydia263@dodgit.com,N,Teacher
52888,Donald,Story,elubc804,yreuk193,11111,72868,01,donald264@pookmail.com,Y,Teacher
81611,Jason,Bassett,mdedv382,xwicu842,11111,72868,01,jason265@mailinator.com,N,Teacher
